Suma Estrés,Suma Ansiedad,Suma Depresión,Genero,Edad,Orientacion,Raza,Educacion,Licenciatura,Ingles Nativo,Religion,Matrimonio,Zurdo,Zona vivienda,Familia,Voto,EXTRAVERSIÓN,AMABILIDAD,RESPONSABILIDAD,NEUROTICISMO,APERTURA EXP,country
31,17,28,Hombre,16,Heterosexual,Blanco,Hasta el instituto,0,1,Agnostico,1,Diestro,Suburbano,2,2,4.0,1.5,6.0,1.5,6.0,US
42,35,42,Hombre,19,Heterosexual,Blanco,Instituto,0,1,Agnostico,1,Diestro,Suburbano,2,1,1.0,7.0,5.0,1.5,4.0,US
18,2,29,Hombre,18,Homosexual,Indígena Australiana,Instituto,0,2,Católico,1,Diestro,Urbano,2,2,1.5,4.5,4.5,2.0,3.0,MX
7,5,20,Mujer,35,Bisexual,Blanco,Grado universitario,4,1,Agnostico,2,Diestro,Rural,3,0,1.5,7.0,4.0,5.0,6.0,US
31,20,12,Mujer,19,Bisexual,Blanco,Instituto,0,1,Ateo,2,Diestro,Rural,6,1,1.0,6.5,2.0,1.0,4.5,US
19,14,32,Mujer,19,Homosexual,Blanco,Instituto,0,1,Ateo,1,Zurdo,Urbano,1,1,2.0,3.0,4.0,3.0,6.5,US
18,9,12,Hombre,17,Heterosexual,Blanco,Instituto,0,2,Ateo,1,Diestro,Suburbano,2,2,3.5,4.0,3.0,3.5,5.5,IT
6,3,0,Mujer,16,Heterosexual,Otros,Instituto,7,2,Hinduista,1,Diestro,Urbano,2,2,4.0,5.0,5.5,5.0,5.0,IN
19,16,18,Hombre,15,Heterosexual,Blanco,Hasta el instituto,0,1,Agnostico,1,Diestro,Suburbano,5,2,1.0,4.5,1.5,3.0,3.5,GB
32,2,15,Hombre,35,Heterosexual,Blanco,Instituto,4,1,Ateo,2,Diestro,Suburbano,2,1,5.0,4.0,6.0,4.0,6.5,US
14,7,15,Hombre,41,Heterosexual,Blanco,Máster/Doctorado,0,1,Católico,1,Diestro,Rural,4,2,4.0,4.0,5.0,3.0,5.0,MY
28,17,32,Mujer,18,Homosexual,Blanco,Instituto,0,1,Otros (cristianismo),1,Diestro,Urbano,3,2,4.5,5.5,3.0,2.0,4.5,CA
36,7,22,Hombre,36,Heterosexual,Blanco,Instituto,0,1,Otros (cristianismo),1,Diestro,Rural,2,1,4.0,1.5,5.0,1.0,4.0,US
24,8,22,Hombre,47,Heterosexual,Blanco,Máster/Doctorado,0,1,Otros (cristianismo),2,Diestro,Urbano,6,2,2.0,2.0,5.5,4.0,5.5,US
21,2,4,Mujer,33,Heterosexual,Negra,Instituto,0,1,Católico,1,Diestro,Suburbano,8,1,5.0,4.0,6.5,4.5,6.0,US
12,9,15,Mujer,29,Homosexual,Asiática,Máster/Doctorado,0,1,Musulmán,1,Diestro,Suburbano,5,2,3.0,4.0,4.5,3.5,3.5,MY
20,19,35,Hombre,20,Heterosexual,Blanco,Instituto,2,2,Agnostico,1,Diestro,Suburbano,1,1,1.0,7.0,4.0,2.0,6.0,FR
37,22,29,Mujer,17,Asexual,Blanco,Hasta el instituto,0,1,Agnostico,1,Diestro,Suburbano,2,2,6.0,4.0,2.5,1.0,4.0,US
32,33,36,Mujer,54,Heterosexual,Blanco,Grado universitario,0,1,Protestante,2,Diestro,Urbano,2,2,3.5,7.0,3.5,2.5,4.0,GB
14,20,22,Mujer,19,Bisexual,Árabe,Instituto,1,2,Católico,1,Diestro,Urbano,3,2,2.0,3.5,5.5,3.0,5.0,US
29,10,28,Mujer,18,Heterosexual,Negra,Instituto,0,1,Otros (cristianismo),1,Diestro,Suburbano,2,1,2.5,4.5,5.5,3.0,4.0,US
42,41,40,Mujer,14,Otros,Asiática,Hasta el instituto,0,2,Católico,1,Zurdo,Urbano,2,2,1.5,6.5,3.5,2.0,4.5,PH
38,25,37,Mujer,13,Heterosexual,Blanco,Hasta el instituto,0,1,Agnostico,1,Diestro,Suburbano,3,2,2.5,4.0,5.5,1.5,6.5,US
16,0,2,Mujer,17,Heterosexual,Blanco,Instituto,0,1,Agnostico,1,Diestro,Suburbano,1,2,2.0,3.5,6.0,4.0,4.0,US
17,8,39,Mujer,15,Bisexual,Blanco,Hasta el instituto,0,1,Ateo,1,Diestro,Urbano,1,2,5.5,4.5,2.0,4.0,7.0,AU
16,18,15,Mujer,16,Bisexual,Asiática,Instituto,7,2,Ateo,1,Diestro,Urbano,1,2,2.5,4.0,2.5,2.5,3.5,PH
23,16,37,Hombre,17,Bisexual,Blanco,Instituto,0,1,Agnostico,1,Diestro,Urbano,4,2,1.5,4.0,4.0,2.5,2.0,GB
16,5,19,Hombre,35,Heterosexual,Blanco,Máster/Doctorado,0,2,Otros (cristianismo),2,Diestro,Suburbano,2,1,5.5,2.0,5.5,1.5,5.0,RO
21,9,17,Mujer,18,Heterosexual,Asiática,Instituto,0,2,Hinduista,1,Diestro,Urbano,2,0,1.0,6.5,4.5,1.5,3.5,IN
1,0,0,Mujer,18,Heterosexual,Blanco,Instituto,0,1,Agnostico,2,Zurdo,Rural,8,2,2.0,7.0,7.0,7.0,5.5,US
8,3,12,Mujer,25,Heterosexual,Nativo Americano,Grado universitario,0,2,Ateo,1,Diestro,Urbano,2,2,1.5,6.0,4.5,5.0,6.0,US
26,23,28,Mujer,27,Heterosexual,Blanco,Hasta el instituto,0,1,Otros (cristianismo),2,Diestro,Rural,6,2,1.0,6.0,3.0,1.5,4.0,US
12,4,10,Hombre,55,Heterosexual,Blanco,Grado universitario,0,1,Católico,3,Zurdo,Suburbano,4,1,4.0,6.5,6.0,3.5,6.5,US
28,29,41,Hombre,17,Bisexual,Indígena Australiana,Hasta el instituto,0,1,Otros,1,Diestro,Urbano,4,2,2.5,3.5,1.0,4.5,3.0,US
36,19,38,Hombre,16,Otros,Blanco,Instituto,0,1,Ateo,1,Diestro,Suburbano,2,2,3.5,2.0,2.0,2.0,6.5,US
25,21,42,Mujer,55,Heterosexual,Blanco,Instituto,0,2,Agnostico,3,Diestro,Suburbano,3,2,1.5,6.0,4.0,3.0,3.0,CA
35,5,18,Hombre,28,Heterosexual,Blanco,Instituto,0,1,Otros (cristianismo),3,Diestro,Rural,9,2,6.0,4.0,4.0,4.0,6.0,US
16,24,34,Hombre,19,Heterosexual,Blanco,Hasta el instituto,8,2,Ateo,1,Diestro,Urbano,1,2,4.5,2.5,3.0,2.0,6.0,PL
12,7,14,Mujer,40,Heterosexual,Asiática,Grado universitario,0,2,Budista,1,Diestro,Urbano,3,2,5.0,6.5,5.0,2.5,6.0,AU
26,22,29,Mujer,17,Heterosexual,Blanco,Hasta el instituto,0,2,Agnostico,1,Diestro,Rural,2,2,1.5,2.0,1.5,1.5,3.5,FI
22,17,11,Mujer,46,Heterosexual,Blanco,Instituto,0,2,Otros (cristianismo),2,Diestro,Rural,2,1,3.0,3.0,5.0,2.5,4.0,RO
27,15,33,Hombre,23,Heterosexual,Blanco,Instituto,0,2,Ateo,1,Diestro,Suburbano,1,2,2.5,4.0,5.0,1.0,4.5,ES
36,37,42,Hombre,21,Heterosexual,Blanco,Instituto,0,2,Ateo,1,Diestro,Suburbano,2,2,1.0,2.5,4.0,3.5,6.0,DE
18,23,35,Mujer,18,Asexual,Blanco,Instituto,0,2,Católico,1,Diestro,Suburbano,2,2,1.0,6.0,2.0,1.5,1.5,DE
19,16,22,Mujer,44,Asexual,Indígena Australiana,Instituto,4,2,Protestante,1,Zurdo,Suburbano,3,1,3.0,3.5,3.0,6.0,2.0,US
6,7,4,Mujer,18,Heterosexual,Blanco,Instituto,0,1,Ateo,1,Diestro,Urbano,4,1,4.5,2.5,5.5,5.0,6.0,US
39,34,23,Mujer,15,Homosexual,Blanco,Hasta el instituto,0,1,Judío,1,Diestro,Urbano,3,2,3.5,5.5,3.5,3.5,4.0,US
34,20,29,Mujer,21,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Urbano,5,2,3.0,4.5,5.0,2.5,4.0,SG
15,13,35,Mujer,17,Bisexual,Blanco,Instituto,0,2,Ateo,1,Zurdo,Suburbano,4,2,4.0,3.5,2.5,3.0,4.0,DE
13,10,8,Mujer,19,Heterosexual,Asiática,Grado universitario,7,2,Otros (cristianismo),1,Diestro,Suburbano,3,2,4.5,5.0,2.5,3.0,4.0,PH
20,22,9,Hombre,22,Heterosexual,Asiática,Grado universitario,0,2,Musulmán,1,Zurdo,Suburbano,3,1,4.0,4.0,6.5,2.5,5.5,ID
11,2,3,Mujer,35,Bisexual,Blanco,Máster/Doctorado,2,2,Ateo,1,Diestro,Urbano,2,1,2.0,6.0,7.0,4.0,7.0,ES
13,11,14,Mujer,50,Heterosexual,Blanco,Máster/Doctorado,5,1,Agnostico,1,Diestro,Suburbano,3,1,4.0,3.0,4.0,2.5,6.0,AU
22,19,17,Mujer,19,Heterosexual,Asiática,Grado universitario,0,2,Otros (cristianismo),1,Diestro,Suburbano,3,2,4.5,4.5,2.5,3.0,4.5,PH
28,15,16,Mujer,21,Heterosexual,Blanco,Instituto,0,1,Protestante,1,Diestro,Suburbano,2,0,2.0,3.5,3.5,1.0,4.0,GB
18,18,21,Hombre,16,Heterosexual,Negra,Instituto,0,1,Otros (cristianismo),1,Diestro,Suburbano,4,2,1.0,4.5,2.5,6.5,3.5,US
5,3,0,Mujer,47,Heterosexual,Blanco,Grado universitario,0,1,Agnostico,2,Diestro,Suburbano,2,1,7.0,6.5,4.5,5.0,6.0,US
21,18,22,Mujer,25,Heterosexual,Blanco,Grado universitario,4,1,Católico,1,Diestro,Rural,4,1,2.0,4.0,4.0,2.0,3.5,IE
23,18,34,Hombre,25,Bisexual,Blanco,Grado universitario,0,2,Otros,1,Diestro,Suburbano,2,1,2.5,5.5,6.5,3.5,4.5,PT
39,31,39,Mujer,17,Bisexual,Asiática,Hasta el instituto,0,2,Católico,1,Diestro,Rural,1,2,1.0,4.0,3.5,1.5,6.0,BR
3,1,3,Hombre,20,Heterosexual,Blanco,Instituto,0,2,Judío,1,Diestro,Urbano,3,2,3.0,5.5,4.0,6.5,5.5,GR
28,16,35,Hombre,19,Heterosexual,Blanco,Instituto,0,2,Ateo,1,Diestro,Urbano,2,2,3.0,3.5,3.5,1.0,4.0,GR
34,20,29,Mujer,48,Heterosexual,Blanco,Instituto,0,1,Otros (cristianismo),2,Diestro,Rural,3,1,2.0,4.5,3.5,1.5,3.5,US
21,16,22,Mujer,17,Asexual,Árabe,Instituto,0,1,Católico,1,Zurdo,Urbano,4,2,3.0,3.5,2.0,1.5,5.5,SG
25,14,21,Hombre,31,Heterosexual,Blanco,Instituto,0,2,Ateo,1,Diestro,Rural,2,2,2.5,5.0,4.5,4.5,5.5,RO
15,8,29,Hombre,17,Heterosexual,Asiática,Instituto,0,2,Católico,1,Zurdo,Urbano,1,2,3.0,4.0,2.0,4.5,5.0,PH
26,21,7,Mujer,16,Heterosexual,Nativo Americano,Instituto,0,1,Católico,1,Diestro,Suburbano,1,2,2.5,5.0,5.0,1.0,5.0,US
22,23,39,Hombre,16,Bisexual,Blanco,Hasta el instituto,0,1,Ateo,1,Diestro,Urbano,3,2,1.0,2.5,5.0,3.5,5.5,US
5,1,13,Hombre,15,Heterosexual,Blanco,Hasta el instituto,0,1,Agnostico,1,Diestro,Suburbano,1,0,5.0,5.5,4.0,5.0,4.5,CA
9,10,14,Mujer,19,Heterosexual,Blanco,Instituto,2,1,Otros (cristianismo),1,Diestro,Suburbano,4,2,2.0,3.5,5.5,4.5,4.5,CA
12,7,15,Hombre,18,Heterosexual,Blanco,Instituto,3,1,Otros (cristianismo),1,Diestro,Suburbano,4,2,3.0,3.5,3.0,4.5,4.0,CA
30,21,28,Mujer,16,Heterosexual,Blanco,Instituto,0,1,Otros (cristianismo),1,Zurdo,Rural,3,2,4.5,5.5,5.5,3.0,5.5,US
24,17,37,Mujer,14,Asexual,Nativo Americano,Hasta el instituto,0,1,Ateo,1,Diestro,Urbano,4,2,1.5,4.0,4.5,2.0,4.0,US
42,42,41,Hombre,16,Homosexual,Blanco,Instituto,0,1,Agnostico,1,Diestro,Urbano,2,2,4.0,5.0,4.0,1.0,7.0,US
30,21,11,Hombre,14,Heterosexual,Blanco,Hasta el instituto,0,1,Protestante,1,Diestro,Otros,3,2,3.0,5.0,6.0,4.5,6.0,US
13,7,23,Hombre,38,Heterosexual,Blanco,Máster/Doctorado,0,2,Católico,1,Zurdo,Suburbano,3,1,2.0,3.0,5.0,6.5,7.0,HU
30,29,24,Mujer,23,Bisexual,Blanco,Grado universitario,4,1,Otros,1,Diestro,Suburbano,2,2,5.0,5.0,2.0,2.0,5.0,AU
4,2,18,Hombre,22,Heterosexual,Asiática,Grado universitario,0,2,Musulmán,1,Diestro,Urbano,3,1,3.0,2.5,4.0,6.0,4.0,ID
24,17,16,Mujer,18,Bisexual,Blanco,Instituto,0,1,Ateo,1,Diestro,Urbano,2,2,3.0,1.5,3.0,2.5,2.0,US
42,42,42,Hombre,16,Homosexual,Blanco,Instituto,0,1,Agnostico,1,Diestro,Urbano,2,2,5.0,7.0,4.0,1.0,7.0,US
21,19,26,Mujer,38,Heterosexual,Blanco,Máster/Doctorado,7,1,Otros,1,Diestro,Urbano,1,2,1.5,6.0,3.0,5.0,4.0,GB
17,9,11,Mujer,50,Heterosexual,Blanco,Instituto,0,1,Católico,2,Zurdo,Urbano,3,2,1.5,6.5,7.0,3.0,5.0,US
20,20,20,Mujer,16,Homosexual,Blanco,Hasta el instituto,0,2,Católico,1,Diestro,Suburbano,1,2,1.0,3.0,4.5,2.0,4.0,DE
40,34,41,Hombre,14,Bisexual,Nativo Americano,Instituto,0,2,Otros,1,Diestro,Rural,4,2,1.0,1.5,3.0,1.0,3.5,IE
21,13,36,Hombre,18,Homosexual,Blanco,Hasta el instituto,0,1,Otros,1,Diestro,Rural,2,2,4.5,6.0,5.0,3.0,4.0,US
27,21,20,Mujer,16,Heterosexual,Asiática,Hasta el instituto,0,1,Católico,1,Diestro,Rural,4,2,3.0,6.0,3.0,3.5,4.0,US
25,34,17,Mujer,19,Bisexual,Blanco,Instituto,0,2,Católico,1,Zurdo,Urbano,2,2,2.0,4.5,6.0,1.0,4.5,AT
23,9,19,Otros,18,Asexual,Blanco,Instituto,0,1,Ateo,1,Diestro,Suburbano,3,2,5.5,6.5,2.5,2.0,6.5,US
11,1,9,Mujer,43,Heterosexual,Blanco,Instituto,0,1,Otros,3,Diestro,Urbano,2,1,5.5,4.0,4.0,3.5,5.0,CA
28,26,16,Mujer,28,Homosexual,Blanco,Grado universitario,0,1,Otros,1,Ambidiestro,Suburbano,2,1,1.5,4.5,7.0,2.5,5.5,US
4,3,11,Mujer,36,Bisexual,Blanco,Grado universitario,2,1,Ateo,3,Diestro,Suburbano,2,1,2.0,1.5,7.0,6.5,5.0,US
9,22,16,Mujer,17,Asexual,Árabe,Instituto,0,1,Otros (cristianismo),1,Diestro,Rural,4,2,2.0,4.0,4.0,2.0,7.0,US
27,11,32,Hombre,36,Heterosexual,Blanco,Instituto,0,1,Protestante,2,Diestro,Suburbano,3,1,1.0,2.5,4.0,2.5,5.0,US
28,20,40,Mujer,18,Homosexual,Blanco,Instituto,0,1,Ateo,1,Zurdo,Urbano,2,1,3.5,2.5,3.5,2.5,3.0,AU
27,25,28,Mujer,17,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Urbano,5,2,4.0,4.0,4.5,2.0,2.5,MY
30,30,30,Mujer,16,Heterosexual,Blanco,Instituto,0,1,Protestante,1,Diestro,Rural,1,2,3.5,4.0,4.5,2.5,5.0,US
37,31,25,Mujer,17,Heterosexual,Blanco,Instituto,0,1,Ateo,1,Diestro,Urbano,1,2,4.0,3.5,4.0,1.5,3.5,CA
15,8,3,Mujer,27,Otros,Blanco,Instituto,0,1,Ateo,2,Diestro,Urbano,2,2,3.5,4.0,6.5,4.5,5.5,GB
19,24,42,Hombre,17,Homosexual,Blanco,Instituto,0,1,Agnostico,1,Diestro,Suburbano,2,2,3.0,6.5,2.0,3.5,6.5,GB
3,1,17,Otros,22,Homosexual,Blanco,Grado universitario,2,1,Agnostico,1,Diestro,Suburbano,3,1,4.5,5.0,3.5,5.5,6.0,US
4,5,5,Mujer,17,Heterosexual,Asiática,Hasta el instituto,0,2,Musulmán,1,Diestro,Suburbano,3,2,2.0,5.5,3.0,4.0,6.0,MY
34,17,32,Mujer,22,Bisexual,Blanco,Instituto,0,1,Ateo,2,Diestro,Rural,2,2,1.0,3.5,3.0,1.5,5.0,US
19,17,22,Hombre,42,Heterosexual,Blanco,Grado universitario,0,2,Católico,2,Diestro,Urbano,2,1,4.0,3.0,4.0,3.5,7.0,PL
36,30,28,Hombre,22,Heterosexual,Asiática,Máster/Doctorado,3,2,Ateo,1,Diestro,Urbano,2,2,3.0,3.5,3.5,2.5,4.0,KR
27,24,21,Mujer,17,Heterosexual,Blanco,Hasta el instituto,7,2,Ateo,1,Diestro,Urbano,2,2,3.0,3.5,5.0,2.0,5.0,IT
35,36,36,Mujer,14,Heterosexual,Indígena Australiana,Hasta el instituto,0,1,Budista,1,Diestro,Suburbano,2,2,1.0,5.5,3.5,1.0,5.0,AU
4,6,10,Hombre,24,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Urbano,4,2,2.0,6.5,1.5,4.5,7.0,PH
41,42,41,Mujer,19,Otros,Asiática,Instituto,0,2,Agnostico,1,Diestro,Urbano,1,2,2.0,2.5,3.5,1.5,6.0,US
29,23,29,Mujer,48,Otros,Blanco,Instituto,0,2,Católico,2,Diestro,Otros,1,2,2.5,7.0,7.0,7.0,6.5,HU
33,10,13,Mujer,49,Bisexual,Negra,Instituto,0,1,Ateo,2,Diestro,Suburbano,3,1,3.5,5.0,5.0,1.0,5.0,US
7,2,28,Mujer,39,Bisexual,Asiática,Instituto,0,2,Ateo,1,Diestro,Rural,4,2,1.0,4.0,4.0,3.0,3.0,MX
14,12,28,Mujer,16,Bisexual,Blanco,Instituto,4,2,Otros,1,Ambidiestro,Urbano,2,2,3.5,3.0,1.0,5.0,3.0,DE
18,6,15,Mujer,20,Heterosexual,Blanco,Instituto,0,1,Protestante,1,Diestro,Suburbano,3,1,4.0,4.0,4.5,2.0,7.0,AU
6,1,5,Hombre,43,Heterosexual,Blanco,Grado universitario,5,1,Otros (cristianismo),2,Diestro,Suburbano,3,1,2.0,6.5,7.0,5.0,7.0,CA
8,7,18,Mujer,49,Heterosexual,Blanco,Máster/Doctorado,0,1,Protestante,2,Diestro,Rural,2,1,4.5,5.0,4.5,3.5,5.5,AU
31,29,32,Mujer,18,Bisexual,Blanco,Instituto,0,1,Ateo,1,Diestro,Rural,3,2,2.0,4.0,1.0,2.0,3.0,AU
6,8,5,Mujer,47,Heterosexual,Blanco,Instituto,0,1,Otros,2,Diestro,Suburbano,3,1,4.0,4.5,4.5,5.0,5.0,AU
6,11,24,Hombre,21,Heterosexual,Asiática,Grado universitario,3,2,Hinduista,1,Diestro,Urbano,2,2,1.0,4.0,5.0,3.5,5.0,CA
23,15,33,Mujer,51,Heterosexual,Blanco,Grado universitario,2,1,Musulmán,3,Ambidiestro,Urbano,3,1,6.0,7.0,4.0,5.5,6.0,US
11,7,2,Hombre,20,Heterosexual,Blanco,Instituto,0,2,Ateo,1,Diestro,Urbano,2,1,2.5,5.5,4.0,4.0,7.0,GR
29,8,34,Hombre,55,Heterosexual,Blanco,Instituto,0,1,Otros,2,Diestro,Suburbano,4,1,3.0,4.0,3.0,2.5,5.5,US
9,14,21,Mujer,18,Asexual,Blanco,Hasta el instituto,0,1,Ateo,1,Diestro,Suburbano,3,2,2.5,4.5,4.5,3.5,4.5,US
33,28,39,Hombre,20,Heterosexual,Blanco,Instituto,0,2,Ateo,1,Zurdo,Urbano,2,2,1.0,4.0,1.0,2.0,4.5,BR
10,6,7,Mujer,16,Heterosexual,Árabe,Instituto,0,1,Católico,1,Diestro,Suburbano,3,2,1.5,6.5,1.5,3.5,6.0,US
29,15,11,Mujer,15,Heterosexual,Asiática,Hasta el instituto,0,1,Católico,1,Diestro,Urbano,3,2,1.0,6.0,3.0,3.0,4.0,SG
22,21,20,Hombre,17,Bisexual,Blanco,Instituto,0,1,Ateo,1,Diestro,Suburbano,1,2,3.5,4.0,4.0,2.0,4.5,AU
14,4,29,Mujer,18,Heterosexual,Blanco,Instituto,0,2,Agnostico,1,Diestro,Suburbano,2,2,1.5,2.0,5.0,4.5,5.0,GR
39,26,42,Mujer,22,Heterosexual,Asiática,Grado universitario,3,2,Budista,1,Diestro,Urbano,3,1,1.0,5.0,3.0,1.5,2.5,ID
42,42,42,Mujer,23,Heterosexual,Blanco,Hasta el instituto,0,1,Otros (cristianismo),1,Ambidiestro,Urbano,1,0,4.0,4.0,7.0,1.0,7.0,CA
1,0,11,Hombre,22,Heterosexual,Árabe,Grado universitario,7,2,Musulmán,1,Diestro,Urbano,9,2,3.5,5.0,5.0,6.0,4.5,KW
42,36,42,Hombre,50,Heterosexual,Blanco,Instituto,0,1,Católico,1,Zurdo,Rural,2,1,1.0,5.0,1.0,1.0,4.0,GB
15,16,16,Hombre,15,Heterosexual,Asiática,Hasta el instituto,0,2,Católico,1,Diestro,Rural,3,2,4.5,3.0,2.0,2.5,6.5,MY
18,0,5,Mujer,54,Heterosexual,Nativo Americano,Máster/Doctorado,0,2,Judío,2,Diestro,Rural,8,1,5.5,4.0,6.0,4.0,5.5,US
7,2,5,Hombre,19,Heterosexual,Blanco,Instituto,5,1,Otros (cristianismo),1,Diestro,Suburbano,2,2,1.5,6.0,2.5,4.5,6.0,US
17,0,29,Mujer,53,Heterosexual,Blanco,Instituto,0,1,Agnostico,1,Zurdo,Urbano,2,2,1.0,5.5,3.5,5.0,6.5,GB
24,17,32,Mujer,38,Heterosexual,Blanco,Hasta el instituto,0,1,Protestante,2,Diestro,Urbano,4,2,4.0,5.0,2.0,2.0,4.5,US
35,18,21,Hombre,62,Bisexual,Nativo Americano,Grado universitario,0,1,Protestante,3,Diestro,Suburbano,2,1,2.5,5.0,3.0,3.5,6.5,US
9,2,6,Hombre,61,Heterosexual,Blanco,Máster/Doctorado,7,1,Otros (cristianismo),3,Diestro,Suburbano,5,1,5.5,5.5,7.0,6.0,4.0,US
8,6,7,Mujer,15,Heterosexual,Asiática,Hasta el instituto,0,2,Católico,1,Diestro,Suburbano,1,2,5.5,5.5,5.0,4.0,6.5,US
8,9,12,Mujer,25,Heterosexual,Blanco,Grado universitario,7,2,Agnostico,1,Diestro,Urbano,0,2,6.5,4.0,2.5,1.5,5.5,PT
16,14,32,Mujer,18,Bisexual,Negra,Instituto,7,2,Otros,1,Diestro,Urbano,3,2,2.0,3.0,3.5,2.0,4.5,CO
9,2,2,Mujer,35,Heterosexual,Blanco,Grado universitario,0,2,Otros (cristianismo),2,Diestro,Suburbano,2,2,4.5,5.5,7.0,3.5,3.5,GR
13,13,18,Mujer,16,Bisexual,Blanco,Hasta el instituto,0,2,Otros (cristianismo),1,Diestro,Urbano,3,2,3.5,5.5,3.5,3.0,6.0,PL
29,16,17,Mujer,21,Bisexual,Blanco,Grado universitario,0,1,Budista,1,Diestro,Suburbano,1,1,5.5,3.0,7.0,3.0,6.5,US
25,21,36,Mujer,15,Bisexual,Asiática,Hasta el instituto,0,1,Ateo,1,Diestro,Urbano,2,2,2.5,1.5,5.0,4.5,6.0,CA
19,19,17,Mujer,13,Bisexual,Blanco,Instituto,0,1,Ateo,1,Diestro,Urbano,2,2,2.5,3.5,3.5,1.5,4.5,GB
5,2,4,Hombre,16,Heterosexual,Blanco,Hasta el instituto,0,1,Protestante,1,Diestro,Suburbano,3,2,3.5,3.5,6.0,7.0,5.0,US
20,17,29,Mujer,17,Bisexual,Blanco,Instituto,0,1,Agnostico,1,Diestro,Urbano,3,1,3.0,4.5,1.5,1.5,7.0,GB
26,2,40,Mujer,16,Bisexual,Blanco,Instituto,0,1,Ateo,1,Diestro,Suburbano,4,2,6.5,1.5,2.5,4.0,3.5,US
16,3,7,Mujer,33,Heterosexual,Negra,Instituto,0,1,Otros,1,Ambidiestro,Urbano,8,2,4.0,6.5,3.0,4.0,7.0,US
17,15,10,Mujer,20,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Suburbano,2,2,1.5,5.5,2.5,1.0,4.0,ID
26,14,40,Hombre,21,Heterosexual,Blanco,Instituto,0,1,Agnostico,1,Diestro,Suburbano,2,1,6.0,5.5,3.5,2.0,7.0,AU
27,38,21,Mujer,16,Bisexual,Blanco,Hasta el instituto,0,1,Agnostico,1,Diestro,Rural,3,2,6.5,6.0,3.5,4.0,5.5,GB
37,23,38,Mujer,35,Heterosexual,Blanco,Máster/Doctorado,3,1,Agnostico,3,Diestro,Rural,3,1,1.0,1.5,4.0,2.0,3.0,US
34,27,17,Mujer,25,Otros,Blanco,Instituto,0,1,Otros (cristianismo),1,Diestro,Suburbano,2,1,3.0,4.5,6.5,4.0,6.5,US
20,25,28,Hombre,30,Homosexual,Blanco,Máster/Doctorado,2,2,Ateo,1,Diestro,Suburbano,3,1,5.0,3.0,4.0,3.0,6.0,DE
17,9,13,Mujer,14,Bisexual,Blanco,Hasta el instituto,0,1,Mormon,1,Diestro,Suburbano,5,2,3.0,4.0,5.5,3.0,5.0,US
4,3,6,Mujer,35,Heterosexual,Blanco,Grado universitario,1,2,Agnostico,1,Zurdo,Suburbano,2,1,3.0,5.0,2.5,5.5,6.0,CA
18,22,35,Hombre,25,Heterosexual,Blanco,Instituto,0,2,Ateo,1,Diestro,Rural,3,2,3.5,6.0,2.5,3.0,4.5,SE
28,16,20,Mujer,16,Heterosexual,Blanco,Hasta el instituto,0,1,Otros,1,Zurdo,Urbano,2,2,4.0,4.0,2.5,1.0,4.0,US
26,27,21,Mujer,27,Bisexual,Blanco,Instituto,0,1,Otros (cristianismo),3,Diestro,Suburbano,1,1,4.5,5.0,4.0,4.5,3.5,US
24,22,38,Mujer,41,Bisexual,Blanco,Grado universitario,6,1,Otros (cristianismo),3,Diestro,Suburbano,4,2,4.5,3.0,4.0,1.0,2.5,US
11,6,6,Mujer,14,Heterosexual,Asiática,Hasta el instituto,0,1,Ateo,1,Diestro,Urbano,2,2,1.5,4.0,5.5,4.0,2.5,HK
6,8,32,Hombre,16,Heterosexual,Asiática,Hasta el instituto,0,1,Agnostico,1,Diestro,Suburbano,1,2,4.0,2.0,3.5,4.5,3.5,KR
31,14,37,Hombre,30,Heterosexual,Nativo Americano,Hasta el instituto,0,1,Otros (cristianismo),1,Diestro,Urbano,3,2,5.5,4.0,2.5,3.0,5.0,AU
33,20,35,Mujer,16,Asexual,Blanco,Instituto,0,1,Agnostico,1,Zurdo,Rural,2,2,1.0,2.0,5.0,1.5,7.0,GB
27,14,26,Mujer,23,Bisexual,Blanco,Instituto,0,1,Otros,1,Diestro,Urbano,3,1,6.5,5.0,1.5,1.5,6.5,US
9,17,9,Hombre,21,Heterosexual,Asiática,Instituto,3,2,Musulmán,1,Diestro,Urbano,3,1,6.0,5.0,4.0,5.5,4.0,ID
42,40,42,Mujer,13,Heterosexual,Blanco,Hasta el instituto,0,1,Ateo,1,Diestro,Rural,6,2,1.0,4.0,5.0,1.0,2.5,US
24,16,27,Mujer,20,Heterosexual,Blanco,Instituto,0,1,Agnostico,1,Diestro,Suburbano,3,1,4.0,5.0,3.0,2.5,4.0,US
17,12,28,Hombre,25,Heterosexual,Blanco,Grado universitario,4,1,Ateo,1,Diestro,Suburbano,2,2,1.5,3.5,4.0,2.5,4.0,US
35,8,9,Hombre,37,Heterosexual,Blanco,Instituto,0,1,Agnostico,1,Diestro,Urbano,1,2,6.0,5.0,3.5,3.5,6.5,NZ
